2026-07-20 19:45:35 | INFO | TXN: d113f9c7 | Endpoint: /v1/intercept | Inbound chars: 6 | Outbound chars: 6 | Status: SUCCESS
2026-07-21 20:26:29 | INFO | Using device of type: cpu
2026-07-21 20:26:31 | INFO | nlp_engine not provided, creating default.
2026-07-21 20:26:36 | INFO | Created NLP engine: spacy. Loaded models: ['en']
2026-07-21 20:26:36 | INFO | registry not provided, creating default.
2026-07-21 20:26:36 | INFO | Loaded recognizer: CreditCardRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: CreditCardRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: CreditCardRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: CreditCardRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: UsBankRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: UsLicenseRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: UsItinRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: UsPassportRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: UsSsnRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: NhsRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: EsNifRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: EsNieRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: ItDriverLicenseRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: ItFiscalCodeRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: ItVatCodeRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: ItIdentityCardRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: ItPassportRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: PlPeselRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: CryptoRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: DateRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: EmailRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: IbanRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: IpRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: MedicalLicenseRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: MacAddressRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: PhoneRecognizer
2026-07-21 20:26:36 | INFO | Loaded recognizer: UrlRecognizer
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - CreditCardRecognizer supported languages: es, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - CreditCardRecognizer supported languages: it, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - CreditCardRecognizer supported languages: pl, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - EsNifRecognizer supported languages: es, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - EsNieRecognizer supported languages: es, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - ItDriverLicenseRecognizer supported languages: it, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - ItFiscalCodeRecognizer supported languages: it, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - ItVatCodeRecognizer supported languages: it, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - ItIdentityCardRecognizer supported languages: it, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - ItPassportRecognizer supported languages: it, registry supported languages: en
2026-07-21 20:26:36 | WARNING | Recognizer not added to registry because language is not supported by registry - PlPeselRecognizer supported languages: pl, registry supported languages: en
2026-07-21 20:26:36 | INFO | Loaded recognizer: SpacyRecognizer
2026-07-21 20:26:59 | WARNING | Entity ORGANIZATION doesn't have the corresponding recognizer in language : en
2026-07-21 20:26:59 | INFO | TXN: 91a9491f | Endpoint: /v1/intercept | Inbound chars: 6 | Outbound chars: 6 | Status: SUCCESS
2026-07-21 20:27:01 | WARNING | Entity ORGANIZATION doesn't have the corresponding recognizer in language : en
2026-07-21 20:27:01 | INFO | TXN: 29ff02fe | Endpoint: /v1/intercept | Inbound chars: 6 | Outbound chars: 6 | Status: SUCCESS
2026-07-22 22:18:23 | INFO | Using device of type: cpu
2026-07-22 22:18:24 | INFO | nlp_engine not provided, creating default.
2026-07-22 22:18:29 | INFO | Created NLP engine: spacy. Loaded models: ['en']
2026-07-22 22:18:29 | INFO | registry not provided, creating default.
2026-07-22 22:18:29 | INFO | Loaded recognizer: CreditCardRecognizer
2026-07-22 22:18:29 | INFO | Loaded recognizer: CreditCardRecognizer
2026-07-22 22:18:29 | INFO | Loaded recognizer: CreditCardRecognizer
2026-07-22 22:18:29 | INFO | Loaded recognizer: CreditCardRecognizer
2026-07-22 22:18:29 | INFO | Loaded recognizer: UsBankRecognizer
2026-07-22 22:18:29 | INFO | Loaded recognizer: UsLicenseRecognizer
2026-07-22 22:18:29 | INFO | Loaded recognizer: UsItinRecognizer
2026-07-22 22:18:29 | INFO | Loaded recognizer: UsPassportRecognizer
2026-07-22 22:18:29 | INFO | Loaded recognizer: UsSsnRecognizer
